appid,tfidf_action,tfidf_adventure,tfidf_based,tfidf_battle,tfidf_build,tfidf_character,tfidf_characters,tfidf_choose,tfidf_combat,tfidf_create,tfidf_different,tfidf_discover,tfidf_enemies,tfidf_experience,tfidf_explore,tfidf_features,tfidf_fight,tfidf_friends,tfidf_game,tfidf_gameplay,tfidf_games,tfidf_help,tfidf_items,tfidf_just,tfidf_level,tfidf_levels,tfidf_life,tfidf_like,tfidf_make,tfidf_mode,tfidf_music,tfidf_need,tfidf_new,tfidf_play,tfidf_player,tfidf_players,tfidf_power,tfidf_puzzle,tfidf_puzzles,tfidf_set,tfidf_skills,tfidf_story,tfidf_style,tfidf_time,tfidf_unique,tfidf_unlock,tfidf_use,tfidf_way,tfidf_weapons,tfidf_world
346110,0.09595496905303273,0.0,0.19585979342528037,0.104274858214798,0.27641447091147053,0.29433546975134417,0.0,0.0,0.0,0.17023405338316522,0.1595483394448064,0.1644539902270941,0.0,0.13214155090976482,0.17088670602200837,0.061911282219545206,0.09907633214204163,0.09947027973738472,0.15023629824695434,0.14058207061222466,0.08842323352175124,0.1554776321676042,0.3581499610277054,0.08887584795827932,0.20103877238664994,0.0,0.18940587965015537,0.08081548425506714,0.08017496649419184,0.0,0.10537741457677598,0.0,0.21911011221156035,0.06914610836477861,0.2215703276098504,0.2317887322746089,0.0,0.0,0.0,0.09615463341448627,0.0,0.1251832716998212,0.09857931165024748,0.12071462691648993,0.07119760026340818,0.0,0.21227668669850955,0.07794949214286193,0.1759573424673957,0.15491053281559813
227300,0.0,0.0,0.0,0.0,0.26401400494365035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3436243538231404,0.26126285470596167,0.0,0.24791710782278964,0.287557706058842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20142238643252072,0.0,0.3901457859850276,0.0,0.0,0.0,0.29179349894786494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34329161967914734,0.0,0.0,0.4516979172974771
252490,0.0,0.0,0.0,0.0,0.46144079464753945,0.18239010297042826,0.0,0.0,0.0,0.0,0.0,0.17730781080421767,0.16500290064426337,0.0,0.35471393150075947,0.0,0.0,0.18158145981798396,0.13665884966752428,0.0,0.0,0.0,0.19241241164117773,0.0,0.0,0.0,0.0,0.0,0.24780591174030955,0.16877076350087283,0.0,0.1838302883854626,0.30716912735749086,0.0,0.1694984569163667,0.2745479643657521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39812830772746166,0.0
413150,0.0,0.0,0.0,0.0,0.13735812081567192,0.2193604605834005,0.11422341613057004,0.12799534276638824,0.22954843497725685,0.22074301656966,0.09858267761536271,0.0,0.0,0.101201097177446,0.17877686268090257,0.08028054860490956,0.0,0.21838790597940122,0.0,0.0,0.0,0.2841435186715358,0.2868320412427892,0.11524558329313193,0.12421903327447346,0.0,0.32672305088778164,0.10479368507926018,0.17602486984918544,0.0,0.13664321508947602,0.0,0.2574927047237753,0.0,0.1204004521474373,0.2417230674958578,0.0,0.0,0.0,0.1246840066087656,0.26949576444780987,0.0,0.0,0.09244974502877643,0.19374838917555365,0.12672855669381933,0.0,0.1711388206224118,0.1347575837541663,0.0
105600,0.23617686315810246,0.21098412146910997,0.0,0.0,0.26072560749363427,0.0,0.0,0.2429536987034477,0.257340992624201,0.0,0.0,0.0,0.0,0.19209433984627897,0.2004222564405729,0.15238410863982296,0.4128901406786102,0.0,0.0,0.0,0.21763877503750328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17019140472191624,0.22853749630700548,0.21863275765989906,0.0,0.0,0.0,0.0,0.0,0.0,0.24263623684744012,0.0,0.2967084726813777,0.0,0.0,0.0,0.0,0.3353196658538379
275850,0.23070333171147622,0.20609444596001103,0.0,0.0,0.0,0.0,0.0,0.40182295506417604,0.0,0.0,0.0,0.39539467140746304,0.0,0.0,0.33147988185963867,0.0,0.2382079859385813,0.23915514921383746,0.10630441006599833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2169939580844767,0.0,0.19276366896479588,0.0,0.0,0.0,0.0,0.28148084814859037,0.22324101147761627,0.21356582071140984,0.25131581959463467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17117949964167078,0.0,0.0,0.0,0.0,0.0
4000,0.0,0.0,0.0,0.0,0.0,0.0,0.2936401947015819,0.0,0.0,0.33516033826251607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3093128683119457,0.0,0.2947591423202305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33569107608761434,0.21495785696517336,0.39026836227447825,0.0,0.5013499266364185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2373374367013895,0.0,0.0,0.0,0.0,0.0
242760,0.0,0.0,0.0,0.0,0.6095668380080139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36905546119508814,0.0,0.4120897269873652,0.14929776564365574,0.23892050829316824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19617282311322318,0.0,0.42431746100526324,0.15654544746830698
322330,0.0,0.0,0.0,0.0,0.4415822196920367,0.0,0.0,0.0,0.0,0.0,0.0,0.19293688507996637,0.0,0.0,0.3394484558900706,0.0,0.3332193333117028,0.41465901324205634,0.18431583817512606,0.0,0.0,0.1824058510748389,0.20937290457984734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12809081560391922,0.13735146672093212,0.0,0.17644563182785825,0.0,0.0,0.0,0.1910010591170242,0.0,0.0,0.19581742723786214,0.14162200667004984,0.0,0.0,0.0,0.15483846205041799,0.0,0.2706167682242921
1260320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4567399471373784,0.0,0.0,0.0,0.0,0.0,0.0,0.5975885390573074,0.449747250649539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4816679034453912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
