appid,num_ok,w_mean,h_mean,bright_mean,cont_mean,sharp_mean,edge_mean,hue_mean,sat_mean,col_mean,ent_mean
832360,4,1920.0,1080.0,113.13311101466049,36.38754645279997,413.1221112862476,0.0616137393904321,56.17239306037808,103.3956428433642,55.69868469238281,6.89466118812561
1136380,4,1920.0,1080.0,68.81449688946759,39.93119663235258,293.77945741440203,0.0396245659722222,64.57259874131945,101.2757167486497,28.47324085235596,6.848173975944519
1296400,4,1920.0,1080.0,104.89780815972222,54.77582868000498,548.8739696912231,0.0526894048996913,47.23538025655864,124.95090205439814,54.85943031311035,7.555410027503967
1299460,4,1920.0,1080.0,59.66586275077161,42.33167659849684,302.3788346051608,0.0382137345679012,86.91324508101853,152.5449406828704,56.09640312194824,6.966845154762268
1313290,4,1920.0,1080.0,82.24470196759259,42.17430555004783,683.5849744680626,0.0564232494212963,36.68687765239197,154.96794524016204,47.22824764251709,7.207145810127258
1346840,4,1920.0,1080.0,50.54350043402778,36.42552797326204,89.36415850486279,0.0124873408564814,51.90456645447531,127.09892505787036,37.1247706413269,6.140499114990234
1401730,4,1920.0,1080.0,76.71840555073302,49.96201602002076,753.3929706656293,0.0708367091049382,114.2521773726852,160.83519965277776,63.19622802734375,7.240373015403748
1429880,4,1920.0,1080.0,130.1255858169367,59.15877408979054,1314.385953286291,0.0953680796682098,50.10123565297068,84.66305145640432,49.52031230926514,7.392950415611267
1601330,4,1920.0,1080.0,101.41642578125,44.42462854331826,343.90930521242046,0.0505755690586419,48.98247950424383,128.65866898148147,75.24935054779053,7.323518514633179
1602000,4,1920.0,1080.0,118.2031866078318,58.19452542555754,835.2903168978111,0.0776120032793209,69.26077630690585,106.53919680748456,59.02174472808838,7.452932715415955
1778840,4,1920.0,1071.25,77.79617361364927,51.39936972728435,526.6003476431555,0.0564536480946157,59.17620602209504,96.18182982511516,37.14316511154175,7.1440218687057495
1779030,4,1920.0,1080.0,135.94862099729937,54.74147345074886,1430.3814967948558,0.0809500385802469,44.631539351851856,54.15612714602624,42.70355987548828,6.402670502662659
1793330,4,1920.0,1080.0,57.45230782214506,40.32879831282416,212.55054225865047,0.0271524160879629,90.9062572337963,136.43272894965276,60.37471008300781,6.706064462661743
1917850,4,1920.0,1080.0,50.43065779320988,44.14014068559933,903.4267475506545,0.0536985194830246,68.61957826967593,145.03319914641202,36.65846395492554,6.775938391685486
1940200,4,1842.0,1034.75,121.5662266678514,56.184710239069815,338.3219913009766,0.0349698965842752,80.67906742936506,138.57557104823718,70.22122287750244,7.290347099304199
1957760,4,1920.0,1080.0,159.83701027199075,43.73969297261243,389.2114166713368,0.0517375578703703,51.04499529803241,70.48390745563272,41.83931541442871,7.28569483757019
2016460,4,1920.0,1080.0,100.99270604263118,43.85150683065669,463.0997427243223,0.062701702353395,33.9541546103395,102.85867030767749,47.36363506317139,7.257143139839172
2094910,4,1920.0,1080.0,115.52888852719909,48.809727785994,560.48998015811,0.0274312789351851,72.38957911361882,59.474212842399695,32.95843982696533,6.898590326309204
2096030,4,1920.0,1080.0,126.93839397665894,59.04078659037609,281.50914919737306,0.0485091145833333,87.79638442804784,59.71994140625,26.757489681243896,7.55263364315033
2185030,4,1920.0,1080.0,117.87379955150462,56.991702609886936,1617.475342604867,0.0851525125385802,38.56696252893519,93.305470076196,36.435842514038086,6.73315954208374
2194730,4,1920.0,1078.5,104.86717406575887,54.65708391232834,399.31416520098975,0.0539768382842859,50.44230843067054,67.50290094709669,38.29986095428467,7.065311908721924
2212670,4,1920.0,1080.0,125.77512261284724,32.92891895580691,250.32652049148916,0.027505787037037,67.83097149884259,78.53804675443673,35.54756307601929,6.873249292373657
2226430,4,1920.0,1080.0,67.48347583912037,38.41770010407102,1120.110379940042,0.0878217833719135,50.60800455729167,133.07165822723766,45.07938575744629,6.669296503067017
2240080,4,1920.0,1080.0,127.33048948688273,45.05341152591587,274.73370300534674,0.0548036024305555,85.28198278356481,98.28403850790896,48.35839748382568,6.763998746871948
2286780,4,1920.0,1080.0,168.53085865162035,58.07632810933914,1536.3569536341242,0.0783984375,67.18373312114198,58.97888225790895,40.497840881347656,7.268274784088135
2342690,4,1759.25,990.0,140.06652423309495,42.317507458681085,803.6955446344078,0.0477177867485153,39.8926468587532,73.339463744379,40.938865184783936,5.41823673248291
2368930,4,1920.0,1080.0,114.66014455536263,28.16882875085923,162.85525714217806,0.0408739631558641,110.53866777584877,124.4297130594136,60.90898323059082,6.7211737632751465
2390230,4,1920.0,1080.0,175.0555841290509,56.27205879426384,744.3290261834787,0.062847583912037,24.34162688078704,82.8262050298997,53.3456916809082,6.398694634437561
2402630,4,1920.0,1080.0,82.34041449652779,30.5339497486745,220.88797643868045,0.0257755835262345,18.305062813464502,184.853459683642,49.606926918029785,6.740735769271851
2428800,4,1920.0,1080.0,199.99229636863424,47.42190263657982,394.1739559876476,0.0315031828703703,67.06407033661266,68.37297574266975,58.16567134857178,5.834695100784302
2487150,4,1920.0,1080.0,70.55843291859568,55.5493183364102,871.9210517393574,0.0619809751157407,23.63110098379629,132.98532347125771,43.38620090484619,7.337221145629883
2654540,4,1920.0,1040.0,94.0248394931891,45.22457303532471,463.9332178944706,0.0466423778044871,63.82638083433493,69.97683956830929,27.187071323394772,7.207624316215515
2658510,4,1920.0,1080.0,144.49308111496913,55.13066447351601,891.2594244139743,0.0595861062885802,96.0973501398534,81.00138888888888,46.37714862823486,7.535605311393738
2665460,4,1920.0,1080.0,63.48904019579476,33.81914293921972,668.4032613135178,0.0480844907407407,49.03316333912037,94.41746551890432,30.594347953796387,6.592441558837891
2678830,4,1920.0,1080.0,100.57423454378858,41.56764543022633,886.9148318329266,0.067451774691358,37.01785288869599,75.18957947530863,31.975996494293213,6.260902047157288
2712380,4,1920.0,1080.0,45.926498119212965,47.240799839712366,1140.9875452958638,0.0667083815586419,55.169246117862656,118.83336986400462,42.23604774475098,6.26013708114624
2714620,4,1920.0,1077.0,117.9933038539296,62.41590487953628,360.3210399944273,0.0364447245014742,87.63515831506699,93.11558467192242,47.80971908569336,6.583234071731567
2718240,4,1920.0,1080.0,129.52587311921295,33.47997493405357,255.56582151773443,0.0426590229552469,77.55744237075618,111.10981288580246,60.33677673339844,4.930373430252075
2744010,4,1920.0,1080.0,135.66770314911264,50.611488010851545,338.39874840896005,0.0378560233410493,42.42813380111882,86.88811065297068,45.8669023513794,6.951117992401123
2760790,4,1920.0,1080.0,101.97344690393518,48.1018774936852,2160.1627393629087,0.0951639660493827,67.81598608699845,141.2848964361497,76.0277271270752,6.22111439704895
2788520,4,1920.0,1080.0,100.24825991030092,46.61830021602184,195.4849443431831,0.0178401089891975,65.83912290219908,102.3379680266204,38.96648406982422,6.973666071891785
2811530,4,1920.0,1080.0,134.5953833912037,54.61476850681225,471.29926407157393,0.0429289641203703,35.55525571469907,101.76638237847224,45.76828098297119,7.229068636894226
2816950,4,1920.0,1080.0,106.23785650559414,42.65735221140593,255.21731388544384,0.0356895013503086,50.99106083622685,161.3829223331404,69.3540563583374,7.184565424919128
2817390,4,1920.0,1080.0,85.13613582658178,72.8818292106733,505.4257120649772,0.0553680796682098,70.11634500385803,63.47089156539352,35.961143493652344,6.709119081497192
2827680,4,1920.0,1080.0,117.46906684027778,38.20764591190726,634.2750295901061,0.0637595244984567,100.00539327739196,104.92403477044752,59.3054666519165,6.345989108085632
2843190,4,1920.0,1080.0,154.8547100453318,40.9689675133232,66.3791811939154,0.0248219280478395,54.125123818479935,51.18225911458333,32.73340559005737,7.073916435241699
2871440,4,1920.0,1080.0,158.69017674575616,48.19834536175085,546.5532871141123,0.0453692853009259,68.69874192226081,54.05727322048611,44.64340877532959,5.926252603530884
2891020,4,1920.0,1080.0,166.53059244791666,50.10969214201877,187.0253858785456,0.0155823206018518,43.86485580632716,96.67267843364196,55.70222187042236,6.2531702518463135
2915380,4,1920.0,1080.0,100.87835274402008,54.19844680818377,881.4330599082882,0.0920381221064814,31.162659384645064,120.61709092881944,46.77878761291504,7.183704614639282
2918500,4,1722.5,1080.0,160.45095998092796,42.769699613400064,12.495147999502704,0.0113458496246514,45.10757600411653,128.79359298590924,66.77401542663574,4.664237082004547
2923390,4,1920.0,1080.0,144.82898919753086,47.82422682158392,715.4450497247793,0.0286349826388888,46.83120406539352,85.02788194444445,63.37528419494629,6.965951204299927
2949320,4,1918.0,1080.0,137.2373682076237,56.7234774576466,560.8243472522693,0.0541480805623141,69.65504926524544,86.91237351793922,50.17157745361328,7.546963214874268
2957700,4,1874.0,1053.5,178.59761051128788,49.403174618542224,282.3593447520262,0.0393804014088888,60.31069153101591,71.28350990459509,68.06631278991699,6.164892911911011
2988300,4,1918.0,1079.75,121.11637121179793,56.65142823302354,358.1621021644316,0.0410014503108824,38.47596179866868,102.83885836840834,48.9227409362793,6.82807719707489
3003460,4,1920.0,1080.0,80.10754075038581,51.43444838963364,479.5614500034394,0.0221475935570987,104.94815502025465,183.6690692515432,69.30616283416748,4.687775611877441
3035120,4,1920.0,1080.0,198.34210780767745,45.1468704137848,346.5032579055592,0.0443919994212963,29.283192033179013,74.63663073881173,40.07795333862305,6.123152494430542
