appid,num_ok,w_mean,h_mean,bright_mean,cont_mean,sharp_mean,edge_mean,hue_mean,sat_mean,col_mean,ent_mean
832360,4,1920.0,1080.0,113.13311101466049,36.38754645279997,413.12211128624756,0.061613739390432104,56.172393060378084,103.3956428433642,55.69868469238281,6.89466118812561
1136380,4,1920.0,1080.0,68.81449688946759,39.93119663235258,293.77945741440203,0.03962456597222222,64.57259874131945,101.2757167486497,28.473240852355957,6.848173975944519
1296400,4,1920.0,1080.0,104.89780815972222,54.77582868000498,548.8739696912231,0.05268940489969136,47.23538025655864,124.95090205439814,54.85943031311035,7.555410027503967
1299460,4,1920.0,1080.0,59.66586275077161,42.33167659849684,302.37883460516076,0.03821373456790124,86.91324508101853,152.5449406828704,56.09640312194824,6.966845154762268
1313290,4,1920.0,1080.0,82.24470196759259,42.17430555004783,683.5849744680626,0.0564232494212963,36.68687765239197,154.96794524016204,47.22824764251709,7.207145810127258
1346840,4,1920.0,1080.0,50.543500434027784,36.42552797326204,89.36415850486279,0.012487340856481483,51.90456645447531,127.09892505787037,37.124770641326904,6.140499114990234
1401730,4,1920.0,1080.0,76.71840555073302,49.962016020020755,753.3929706656293,0.07083670910493828,114.2521773726852,160.83519965277776,63.19622802734375,7.240373015403748
1429880,4,1920.0,1080.0,130.12558581693673,59.15877408979054,1314.385953286291,0.09536807966820988,50.10123565297068,84.66305145640432,49.52031230926514,7.392950415611267
1601330,4,1920.0,1080.0,101.41642578125,44.42462854331826,343.90930521242046,0.050575569058641974,48.98247950424383,128.65866898148147,75.24935054779053,7.323518514633179
1602000,4,1920.0,1080.0,118.2031866078318,58.19452542555754,835.2903168978111,0.07761200327932098,69.26077630690585,106.53919680748456,59.02174472808838,7.452932715415955
1778840,4,1920.0,1071.25,77.79617361364927,51.39936972728435,526.6003476431555,0.05645364809461575,59.17620602209504,96.18182982511517,37.14316511154175,7.1440218687057495
1779030,4,1920.0,1080.0,135.94862099729937,54.74147345074886,1430.3814967948558,0.08095003858024691,44.631539351851856,54.156127146026236,42.70355987548828,6.402670502662659
1793330,4,1920.0,1080.0,57.45230782214506,40.328798312824155,212.55054225865047,0.027152416087962962,90.9062572337963,136.43272894965276,60.37471008300781,6.706064462661743
1917850,4,1920.0,1080.0,50.430657793209875,44.140140685599334,903.4267475506545,0.05369851948302468,68.61957826967593,145.03319914641202,36.65846395492554,6.775938391685486
1940200,4,1842.0,1034.75,121.5662266678514,56.184710239069815,338.3219913009766,0.0349698965842752,80.67906742936506,138.57557104823718,70.22122287750244,7.290347099304199
1957760,4,1920.0,1080.0,159.83701027199075,43.73969297261243,389.2114166713368,0.051737557870370376,51.04499529803241,70.48390745563272,41.83931541442871,7.28569483757019
2016460,4,1920.0,1080.0,100.99270604263118,43.85150683065669,463.0997427243223,0.06270170235339506,33.9541546103395,102.85867030767747,47.36363506317139,7.257143139839172
2094910,4,1920.0,1080.0,115.52888852719907,48.809727785994,560.48998015811,0.02743127893518519,72.38957911361882,59.474212842399695,32.95843982696533,6.898590326309204
2096030,4,1920.0,1080.0,126.93839397665894,59.04078659037609,281.50914919737306,0.04850911458333334,87.79638442804784,59.71994140625,26.757489681243896,7.55263364315033
2185030,4,1920.0,1080.0,117.87379955150462,56.991702609886936,1617.4753426048667,0.08515251253858025,38.566962528935186,93.30547007619599,36.435842514038086,6.73315954208374
2194730,4,1920.0,1078.5,104.86717406575889,54.65708391232834,399.31416520098975,0.053976838284285907,50.44230843067054,67.50290094709669,38.29986095428467,7.065311908721924
2212670,4,1920.0,1080.0,125.77512261284723,32.92891895580691,250.32652049148913,0.027505787037037037,67.83097149884259,78.53804675443673,35.54756307601929,6.873249292373657
2226430,4,1920.0,1080.0,67.48347583912037,38.41770010407102,1120.1103799400419,0.08782178337191357,50.608004557291665,133.07165822723766,45.07938575744629,6.669296503067017
2240080,4,1920.0,1080.0,127.33048948688273,45.05341152591587,274.73370300534674,0.054803602430555556,85.28198278356481,98.28403850790895,48.358397483825684,6.763998746871948
2286780,4,1920.0,1080.0,168.53085865162035,58.076328109339144,1536.3569536341242,0.0783984375,67.18373312114198,58.97888225790895,40.497840881347656,7.268274784088135
2342690,4,1759.25,990.0,140.06652423309495,42.317507458681085,803.6955446344078,0.04771778674851535,39.8926468587532,73.339463744379,40.938865184783936,5.41823673248291
2368930,4,1920.0,1080.0,114.66014455536265,28.16882875085923,162.85525714217806,0.040873963155864196,110.53866777584875,124.42971305941359,60.90898323059082,6.7211737632751465
2390230,4,1920.0,1080.0,175.0555841290509,56.27205879426384,744.3290261834787,0.06284758391203704,24.34162688078704,82.8262050298997,53.3456916809082,6.398694634437561
2402630,4,1920.0,1080.0,82.34041449652779,30.5339497486745,220.88797643868043,0.025775583526234568,18.305062813464502,184.85345968364197,49.606926918029785,6.740735769271851
2428800,4,1920.0,1080.0,199.99229636863424,47.42190263657982,394.17395598764756,0.03150318287037037,67.06407033661266,68.37297574266975,58.16567134857178,5.834695100784302
