snapshot_date,appid,success,type,name,is_free,release_coming_soon,release_date_text,price_currency,price_initial,price_final,price_discount_pct,platform_windows,platform_mac,platform_linux,categories,genres,supported_languages,pc_minimum,pc_recommended,header_image,screenshots_count,movies_count
20260228,346110,True,game,ARK: Survival Evolved,False,False,"Aug 27, 2017",USD,1499,989,34,True,True,False,Single-player|Multi-player|MMO|Co-op|Steam Achievements|Full controller support|Steam Workshop|Steam Cloud|Valve Anti-Cheat enabled|Includes level editor|Remote Play on Tablet|Family Sharing,Action|Adventure|Indie|Massively Multiplayer|RPG,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Russian<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Simplified Chinese<strong>*</strong>, Czech<strong>*</strong>, Danish<strong>*</strong>, Dutch<strong>*</strong>, Hungarian<strong>*</strong>, Polish<strong>*</strong>, Swedish<strong>*</strong>, Thai<strong>*</strong>, Traditional Chinese<strong>*</strong>, Turkish<strong>*</strong>, Ukrainian<strong>*</strong>, Finnish<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong><br><strong>*</strong>languages with full audio support","<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows 7/8.1/10 (64-bit versions)<br></li><li><strong>Processor:</strong> Intel Core i5-2400/AMD FX-8320 or better<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GTX 670 2GB/AMD Radeon HD 7870 2GB or better<br></li><li><strong>DirectX:</strong> Version 10<br></li><li><strong>Storage:</strong> 60 GB available space<br></li><li><strong>Additional Notes:</strong> Requires broadband internet connection for multiplayer</li></ul>",,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/346110/header.jpg?t=1765677889,23,7
20260228,227300,True,game,Euro Truck Simulator 2,False,False,"Oct 12, 2012",USD,1999,1999,0,True,True,True,Single-player|Multi-player|Co-op|Online Co-op|Steam Achievements|Steam Trading Cards|Steam Workshop|Camera Comfort|Custom Volume Controls|Adjustable Difficulty|Keyboard Only Option|Playable without Timed Input|Save Anytime|Stereo Sound|Surround Sound|Partial Controller Support|Steam Cloud|Includes level editor|Remote Play on Phone|Remote Play on Tablet|Remote Play Together|Family Sharing,Indie|Simulation,"English, German, French, Italian, Korean, Spanish - Spain, Simplified Chinese, Russian, Japanese, Portuguese - Portugal, Polish, Danish, Dutch, Finnish, Norwegian, Swedish, Hungarian, Czech, Romanian, Turkish, Portuguese - Brazil, Bulgarian, Greek, Ukrainian, Traditional Chinese, Catalan, Lithuanian, Serbian, Slovak, Slovenian","<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10 64-bit<br></li><li><strong>Processor:</strong> Intel Core i5-6400 or AMD Ryzen 3 1200 or similar<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce GTX 660 or AMD Radeon RX 460 or Intel HD 630 (2GB VRAM)<br></li><li><strong>Hard Drive:</strong> 25 GB available space (Euro Truck Simulator 2 base game)</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10 64-bit<br></li><li><strong>Processor:</strong> Intel Core i5-9600 or AMD Ryzen 5 3600 or similar<br></li><li><strong>Memory:</strong> 12 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce GTX 1660 or AMD Radeon RX 590 (2GB VRAM)<br></li><li><strong>Hard Drive:</strong> 25 GB available space (Euro Truck Simulator 2 base game)</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/227300/9a81dc3126c56637297b654f9dcac057cfd79b77/header.jpg?t=1764266628,56,2
20260228,252490,True,game,Rust,False,False,"Feb 8, 2018",USD,3999,3999,0,True,True,False,Multi-player|MMO|PvP|Online PvP|Co-op|Online Co-op|Cross-Platform Multiplayer|Steam Achievements|Steam Trading Cards|Steam Workshop|In-App Purchases|Adjustable Text Size|Camera Comfort|Color Alternatives|Custom Volume Controls|Adjustable Difficulty|Stereo Sound|Subtitle Options|Surround Sound|Valve Anti-Cheat enabled|Stats|Remote Play on Tablet,Action|Adventure|Indie|Massively Multiplayer|RPG,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Ukrainian<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Turkish<strong>*</strong>, Arabic, Czech, Danish, Dutch, Finnish, Greek, Norwegian, Portuguese - Brazil, Spanish - Latin America, Swedish, Traditional Chinese, Vietnamese<br><strong>*</strong>languages with full audio support","<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 11 64bit<br></li><li><strong>Processor:</strong> AMD Ryzen 5 1400 or Intel Core i5-6600<br></li><li><strong>Memory:</strong> 12 GB RAM<br></li><li><strong>Graphics:</strong> AMD Radeon RX 470, NVIDIA GeForce GTX 1060, Intel® Arc™ A580<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 45 GB available space<br></li><li><strong>Additional Notes:</strong> SSD is highly recommended or expect longer than average load times.</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 11 64bit<br></li><li><strong>Processor:</strong> AMD Ryzen 7 3700X or Intel® Core i7-6700K<br></li><li><strong>Memory:</strong> 16 GB RAM<br></li><li><strong>Graphics:</strong> AMD Radeon RX 6600XT, NVIDIA GeForce RTX 3060, Intel Arc B580<br></li><li><strong>DirectX:</strong> Version 12<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 45 GB available space<br></li><li><strong>Additional Notes:</strong> SSD Required</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/252490/header.jpg?t=1771871433,32,5
20260228,413150,True,game,Stardew Valley,False,False,"Feb 26, 2016",USD,1499,1499,0,True,True,True,Single-player|Multi-player|Co-op|Online Co-op|LAN Co-op|Shared/Split Screen Co-op|Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Remote Play on Phone|Remote Play on Tablet|Remote Play Together|Family Sharing,Indie|RPG|Simulation,"English, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, French, Italian, Hungarian, Korean, Turkish","<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows Vista or greater<br></li><li><strong>Processor:</strong> 2 Ghz<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> 256 mb video memory, shader model 3.0+<br></li><li><strong>DirectX:</strong> Version 10<br></li><li><strong>Storage:</strong> 500 MB available space</li></ul>",,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/413150/header.jpg?t=1754692865,16,1
20260228,105600,True,game,Terraria,False,False,"May 16, 2011",USD,999,999,0,True,True,True,Single-player|Multi-player|PvP|Online PvP|Co-op|Online Co-op|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Family Sharing,Action|Adventure|Indie|RPG,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese","<h2 class=""bb_tag"" ><strong>REQUIRED</strong></h2><ul class=""bb_ul""><li><strong>OS: Windows Xp, Vista, 7, 8/8.1, 10</strong> <br>										</li><li><strong>Processor: 2.0 Ghz</strong> <br>										</li><li><strong>Memory: 2.5GB</strong><br>										</li><li><strong>Hard Disk Space: 200MB </strong> 	<br>										</li><li><strong>Video Card: 128mb Video Memory, capable of Shader Model 2.0+</strong> <br>										</li><li><strong>DirectX®: 9.0c or Greater</strong> 	<br>									</li></ul>","<h2 class=""bb_tag"" ><strong>RECOMMENDED</strong></h2><ul class=""bb_ul""><li><strong>OS: Windows 7, 8/8.1, 10</strong> <br>										</li><li><strong>Processor: Dual Core 3.0 Ghz</strong> <br>										</li><li><strong>Memory: 4GB</strong><br>										</li><li><strong>Hard Disk Space: 200MB </strong> 	<br>										</li><li><strong>Video Card: 256mb Video Memory, capable of Shader Model 2.0+</strong> <br>										</li><li><strong>DirectX®: 9.0c or Greater</strong> 	<br>									</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/105600/header.jpg?t=1769844435,19,5
20260228,275850,True,game,No Man's Sky,False,False,"Aug 12, 2016",USD,5999,5999,0,True,True,False,Single-player|Multi-player|PvP|Online PvP|Co-op|Online Co-op|Cross-Platform Multiplayer|Steam Achievements|Full controller support|Tracked Controller Support|VR Supported|Steam Trading Cards|Adjustable Text Size|Camera Comfort|Chat Speech-to-text|Color Alternatives|Custom Volume Controls|Adjustable Difficulty|Playable without Timed Input|Save Anytime|Stereo Sound|Subtitle Options|Surround Sound|Steam Cloud|Remote Play on Tablet|Remote Play on TV|HDR available|Family Sharing,Action|Adventure,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Dutch, Japanese<strong>*</strong>, Korean<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Traditional Chinese<strong>*</strong><br><strong>*</strong>languages with full audio support","<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 10/11 (64-bit versions)<br></li><li><strong>Processor:</strong> Intel Core i3<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> Nvidia GTX 1060 3GB, AMD RX 470 4GB, Intel UHD graphics 630<br></li><li><strong>Storage:</strong> 15 GB available space<br></li><li><strong>VR Support:</strong> SteamVR</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/275850/bd8d4c2d59dfc199529f50fc2a65828f19096aa3/header_alt_assets_25.jpg?t=1770822722,169,42
20260228,4000,True,game,Garry's Mod,False,False,"Nov 29, 2006",USD,999,499,50,True,True,True,Single-player|Multi-player|PvP|Online PvP|LAN PvP|Co-op|Online Co-op|LAN Co-op|Cross-Platform Multiplayer|Steam Achievements|Steam Trading Cards|Captions available|Steam Workshop|Color Alternatives|Custom Volume Controls|Adjustable Difficulty|Playable without Timed Input|Save Anytime|Stereo Sound|Steam Cloud|Valve Anti-Cheat enabled|Includes level editor|Includes Source SDK|Remote Play on Tablet|Family Sharing,Casual|Indie|Simulation,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese, Croatian, Estonian, Hebrew, Lithuanian, Slovak<br><strong>*</strong>languages with full audio support","<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows® 10<br></li><li><strong>Processor:</strong> 2 GHz Processor or better<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> 1GB dedicated VRAM or better<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 10 GB available space<br></li><li><strong>Sound Card:</strong> DirectX® 9 compatible<br></li><li><strong>Additional Notes:</strong> Mouse, Keyboard, Monitor</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows® 10/11<br></li><li><strong>Processor:</strong> 2.5 GHz Processor or better<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> 4GB dedicated VRAM or better<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 25 GB available space</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/header.jpg?t=1764757984,20,0
20260228,242760,True,game,The Forest,False,False,"Apr 30, 2018",USD,1999,1999,0,True,False,False,Single-player|Multi-player|Co-op|Online Co-op|LAN Co-op|Tracked Controller Support|VR Supported|Partial Controller Support|Steam Cloud|Family Sharing,Action|Adventure|Indie|Simulation,"English<strong>*</strong>, French, German, Czech, Finnish, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Italian, Spanish - Spain<br><strong>*</strong>languages with full audio support","<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows 7<br></li><li><strong>Processor:</strong> Intel Dual-Core 2.4 GHz<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce 8800GT<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 5 GB available space<br></li><li><strong>Sound Card:</strong> DirectX®-compatible<br></li><li><strong>VR Support:</strong> SteamVR or Oculus PC<br></li><li><strong>Additional Notes:</strong> 32bit windows users need to ensure they have at least 4gb of ram usable on their system.</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows 7<br></li><li><strong>Processor:</strong> Quad Core Processor<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce GTX 560<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 5 GB available space<br></li><li><strong>Sound Card:</strong> DirectX®-compatible</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/242760/header.jpg?t=1699381053,16,1
20260228,322330,True,game,Don't Starve Together,False,False,"Apr 21, 2016",USD,1499,1499,0,True,True,True,Single-player|Multi-player|PvP|Online PvP|LAN PvP|Co-op|Online Co-op|LAN Co-op|Full controller support|Steam Trading Cards|Steam Workshop|In-App Purchases|Adjustable Text Size|Camera Comfort|Color Alternatives|Custom Volume Controls|Adjustable Difficulty|Keyboard Only Option|Mouse Only Option|Playable without Timed Input|Save Anytime|Stereo Sound|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Family Sharing,Action|Adventure|Indie|RPG|Simulation|Strategy,"English<strong>*</strong>, Simplified Chinese<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Russian<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Traditional Chinese<strong>*</strong><br><strong>*</strong>languages with full audio support","<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows Vista/Windows 7/Windows 8<br></li><li><strong>Processor:</strong> 1.7+ GHz or better<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> Radeon HD5450 or better; 256 MB or higher<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 3 GB available space<br></li><li><strong>Sound Card:</strong> 100% DirectX9.0c compatible sound card and drivers</li></ul>",,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/322330/bd69fed767b480572defd5f736479408e21bf003/header_alt_assets_49.jpg?t=1770923276,14,50
20260228,1260320,True,game,Party Animals,False,False,"Sep 20, 2023",USD,1999,1999,0,True,False,False,Single-player|Multi-player|PvP|Online PvP|Shared/Split Screen PvP|Co-op|Online Co-op|Shared/Split Screen Co-op|Shared/Split Screen|Cross-Platform Multiplayer|Steam Achievements|Full controller support|In-App Purchases|Remote Play Together|Family Sharing,Action|Casual|Indie,"English<strong>*</strong>, Simplified Chinese<strong>*</strong>, Traditional Chinese<strong>*</strong>, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Thai<br><strong>*</strong>languages with full audio support","<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 10, 64-bit / Windows 11, 64-bit<br></li><li><strong>Processor:</strong> Intel Core i5 / AMD equivalent<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GTX 750-Ti / AMD RX 550, 2GB VRam<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 12 GB available space</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 10, 64-bit / Windows 11, 64-bit<br></li><li><strong>Processor:</strong> Intel Core i5 7500K / AMD equivalent<br></li><li><strong>Memory:</strong> 16 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GTX 1060 / AMD RX 580, 4GB VRam / Intel Arc A380<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 12 GB available space</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1260320/64e1bf99d8e6d516941db14c46b9459b34afe957/header_alt_assets_8.jpg?t=1770880496,18,3
