appid,ss_i,path,ok,w,h,bright,cont,sharp,edge,hue,sat,col,ent
832360,0,(cozy)Steam Data/screenshot(4 each)/832360/ss_0.jpg,1,1920,1080,111.86662133487654,31.411450477923815,479.56730793591737,0.09044463734567901,67.13534963348765,123.48906539351852,74.05035400390625,6.82033634185791
832360,1,(cozy)Steam Data/screenshot(4 each)/832360/ss_1.jpg,1,1920,1080,113.72663628472222,33.617364213998215,476.69634237286607,0.06086226851851852,56.45764756944445,108.24117669753086,54.87572479248047,6.738162040710449
832360,2,(cozy)Steam Data/screenshot(4 each)/832360/ss_2.jpg,1,1920,1080,109.29918258101851,36.836257324698366,237.32107717083008,0.05076340663580247,44.399855324074075,90.28012876157408,42.20961380004883,7.044475555419922
832360,3,(cozy)Steam Data/screenshot(4 each)/832360/ss_3.jpg,1,1920,1080,117.64000385802468,43.68511379457945,458.9037176653768,0.044384645061728394,56.69671971450617,91.57220052083333,51.6590461730957,6.97567081451416
1136380,0,(cozy)Steam Data/screenshot(4 each)/1136380/ss_0.jpg,1,1920,1080,47.64584056712963,13.51245748715795,16.386677276230845,0.003335744598765432,90.52202160493827,145.2741087962963,20.38335418701172,5.668959140777588
1136380,1,(cozy)Steam Data/screenshot(4 each)/1136380/ss_1.jpg,1,1920,1080,66.96131606867284,42.4220567386829,109.08516049491534,0.021319926697530866,47.248838734567904,70.48902633101852,18.493379592895508,7.050228118896484
1136380,2,(cozy)Steam Data/screenshot(4 each)/1136380/ss_2.jpg,1,1920,1080,65.91837287808642,46.79724849847906,644.729083459776,0.058735532407407406,46.8153409529321,104.92613136574074,26.533781051635742,7.219951629638672
1136380,3,(cozy)Steam Data/screenshot(4 each)/1136380/ss_3.jpg,1,1920,1080,94.73245804398148,56.99302380509042,404.91690842668584,0.07510706018518519,73.70419367283951,84.41360050154321,48.48244857788086,7.453557014465332
1296400,0,(cozy)Steam Data/screenshot(4 each)/1296400/ss_0.jpg,1,1920,1080,122.78030092592593,57.808644716849656,439.8430510306464,0.05654610339506173,31.69239197530864,115.42868489583333,54.54027557373047,7.756918907165527
1296400,1,(cozy)Steam Data/screenshot(4 each)/1296400/ss_1.jpg,1,1920,1080,63.25649691358025,46.554424896738226,417.6256660341,0.030963541666666667,86.14176070601852,154.63160300925927,43.54114532470703,7.254479885101318
1296400,2,(cozy)Steam Data/screenshot(4 each)/1296400/ss_2.jpg,1,1920,1080,140.8870838155864,48.03688571614983,456.8622491569444,0.058903356481481484,27.258899498456792,97.26166039737655,60.918128967285156,7.459052085876465
1296400,3,(cozy)Steam Data/screenshot(4 each)/1296400/ss_3.jpg,1,1920,1080,92.6673509837963,66.7033593902822,881.1649125432016,0.06434461805555555,43.848468846450615,132.48165991512346,60.43817138671875,7.751189231872559
1299460,0,(cozy)Steam Data/screenshot(4 each)/1299460/ss_0.jpg,1,1920,1080,58.242032214506175,48.81861780829827,393.5304268627463,0.053165991512345676,61.24735628858025,144.78203944830247,46.20071029663086,7.254019737243652
